"links_link","links_reviews_name","links_reviews_title","links_reviews_text","links_reviews_date","links_reviews_purpose"
"https://www.renttherunway.com/pdp/items/LAV69","Cayla","Super Stylish Mechanic Vibes","This was a great jumpsuit for being out and about everyday and lounging around the house. The fit was great, and hit my waist perfectly - one pieces are hit or miss on my 5'5 high-waisted frame, but this was spot on and accentuated the right places with the elastic+ tie. The print made me so happy and is perfect for spring, it also elevated the look so that it wasn't too utilitarian (although my husband did ask me to change the oil in the car multiple times). Would totally buy this if I could!","April 9, 2020","True to Size"
"https://www.renttherunway.com/pdp/items/JWG80","Anna","Weird fitting, unflattering winter sweater","Arms are flush against skin and then torso is weirdly unflattering. Once wore once given the fit. Otherwise nice color and great quality of wool.","March 5, 2020","Everyday"
"https://www.renttherunway.com/pdp/items/JWG80","Ryanr","Bulky","This sweater did nothing for my figure. I have an hourglass shape and I think this sweater is probably more suited to women with a more straight figure that want to add a little bulk on top.","February 7, 2020","Everyday"
"https://www.renttherunway.com/pdp/items/JWG80","Misha","Easy to wear","Very cute and elegant Easy to wear","January 24, 2020","Other"
"https://www.renttherunway.com/pdp/items/JWG80","Brianne","Great color","Typical cozy fall/winter cable knit sweater- easy to wear and a great color!!! Rented for work and wore to a quick post work bite to eat- will get this again!","November 21, 2019","Work"
"https://www.renttherunway.com/pdp/items/JWG80","Kristen","Fit well and really warm","For well. Big but intentionally so","November 5, 2019","Everyday"
"https://www.renttherunway.com/pdp/items/JWG80","Shali","Great color!","This was a fun oversized sweater. It is warm and cozy.","November 2, 2019","Everyday"
"https://www.renttherunway.com/pdp/items/JWG80","Lisa","The Quality!","This cozy sweater is perfect for hot cocoa and marshmallows! I did not foresee the summer 90 degree weather in MA.","September 18, 2019","Everyday"
"https://www.renttherunway.com/pdp/items/JWG80","Lisa","Cute Sweater Nothing Special","This is a true to size cute sweater which is a very vibrant red. It is made of high quality material and truly looks expensive. It was not long enough to go over leggings, but the sleeves were also perfect on my petite frame. The V is lower than it appears in the pictures and does require a shirt under it if you wan to wear it for work.","February 28, 2020","True to Size"
"https://www.renttherunway.com/pdp/items/JWG80","Georgia","The perfect red chunky sweater","Loved this and wore it often. The shade of red is lovely and the sweater is high quality.","February 11, 2020","True to Size"
"https://www.renttherunway.com/pdp/items/JWG80","Jayme","Warm Comfy Sweater","I rented this sweater to wear on casual Friday at work! The V-Neck was flattering without being too low cut for the office, and I ended up wearing it to the office but also out to bars with friends. I loved the color and it was nice and warm!","January 27, 2020","Work"
"https://www.renttherunway.com/pdp/items/JWG80","Jillian","Great color","This sweater is vibrant! I'm usually an 8/medium in tops but large was all that was available and it worked. The v was deeper than I expected so I had to add a tank underneath for work. The sweater is really soft and though it is an oversized fit, still has a nice shape.","January 27, 2020","Everyday"
"https://www.renttherunway.com/pdp/items/JWG80","Kristen","Solid choice for the winter","This was a nice sweater. The red is pretty and I found several occasions to wear it. It is a solid choice but nothing out of this world though","January 4, 2020","Everyday"
"https://www.renttherunway.com/pdp/items/JWG80","Lashana","Cozy everyday sweater","This was a really cozy everyday sweater which was a nice basic to order through unlimited.","December 19, 2019","True to Size"
"https://www.renttherunway.com/pdp/items/JWG80","Rachel","Great color. Boxy fit.","Loved the vibrant color. Fit was a bit boxy to look good on me. It didn't look bad, still a good look but not totally in line with my preferred style. Nice and warm.","December 12, 2019","True to Size"
"https://www.renttherunway.com/pdp/items/JWG80","Jessica","Pretty color, average sweater","Overall pretty red color- just like the photo, but thought the fit was going to be more over-sized like on the model. I rented a S with this thought in mind and found the fit to be more true to size than baggier. If you want the over-sized fit, definitely size up. The quality is fine, definitely nice yarn and stitch pattern, but nowhere near worth the actual retail price tag!","December 1, 2019","True to Size"
"https://www.renttherunway.com/pdp/items/JWG80","Amber","everyday","good sweater","November 27, 2019","True to Size"
