"links_link","links_reviews_name","links_reviews_title","links_reviews_text","links_reviews_date","links_reviews_purpose"
"https://www.renttherunway.com/pdp/items/TOM4","Sydney","Cute and comfy","Loved the tie at the waists to cinch it in a bit. Beautiful construction","March 13, 2020","Work"
"https://www.renttherunway.com/pdp/items/TOM4","Kelsey","Super comfy","This top was very comfortable to wear with the adjustable waist tie. The style is perfectly retro preppy. You could probably size down if you're in between sizes and want it to be more fitted.","March 10, 2020","Work"
"https://www.renttherunway.com/pdp/items/AN32","Audrey","Wanted this for Valentines Day...","...but it was not available until just after. This is a flowy, comfortable dress that is very easy to wear. I actually wore it over pants for a more work-friendly look.","March 6, 2020","Work"
"https://www.renttherunway.com/pdp/items/AN32","Liza","I HEART THIS DRESS!","Very cute and comfortable. Even comes with a black slip to help cover up cleavage in the front. The dress runs a little large, I'm usually between a 2 and a 4 but rented the 4, would size down next time.","March 4, 2020","Work"
"https://www.renttherunway.com/pdp/items/AN32","Nicole","Great quality and eye-catching!","The dress is oversized on me but the slip is tight. There's elastic at the wrists which is a nice detail. Hook-and-eye closure at the neckline (that was near impossible for me to close!). A good quality dress but I felt like I was swimming in it so I doubt I'll rent it again.","January 14, 2020","Everyday"
"https://www.renttherunway.com/pdp/items/AN32","Shannon","Effortless and Easy","Such a cute pattern to wear and such a easy silhouette for anyone to pull off. One con- the slip at times would peak out from under the dress. Other then that no complaints,","January 13, 2020","Work"
"https://www.renttherunway.com/pdp/items/AN32","Dana","Fun and flowy","This garment comes in two pieces-- a slip and the top piece. While I could I have done the top piece in a smaller size, the slip fit just right.","January 10, 2020","Everyday"
"https://www.renttherunway.com/pdp/items/AN32","Lauren","Gorgeous silk dress for any occasion","This beautiful red patterned dress goes over slip. It's light, flows and probably very flattering for all body types. I'm straight and narrow and I loved how it accentuated my long legs. I definitely recommend this to anyone for any occasion.","January 10, 2020","Everyday"
"https://www.renttherunway.com/pdp/items/AN32","Silvia","Static city!","Well made, lightweight silk, pretty fabric still nothing special.","March 9, 2020","Other"
"https://www.renttherunway.com/pdp/items/AN32","Anne","Super cute!","A big surprise! Lovely silk and a quality garment- the print was fun. Wore with black tights and funky black mary janes- punky in a good way. A favorite rental!","February 23, 2020","True to Size"
"https://www.renttherunway.com/pdp/items/LOU61","Leanna","Liked it enough to buy!","This sweater is soft, warm and cozy. Its pretty cropped (I actually wore it with high waist leggings) but you can see just how cropped it is in this photo for reference. A large would normally be too big for me but it works for this sweater. I don't usually like sweaters but I liked this one enough to buy!","March 26, 2020","Everyday"
"https://www.renttherunway.com/pdp/items/LOU61","Sharlette","Cute and cozy but runs small","Loved the sweater and all the subtle colors. I only draw back was that the sleeves were really short on me. But I'm on the tall side so everyone won't have that problem.","February 17, 2020","Small"
"https://www.renttherunway.com/pdp/items/LOU61","Christina","Cozy and tons of compliments!","Honestly not something I would usually wear, but it was perfect for cool Florida nights downtown. I got compliments on it all day and night!","January 19, 2020","Vacation"
"https://www.renttherunway.com/pdp/items/LOU61","Ryann","Runs very small","This sweater runs extremely small. I knew it was suppose to show a little stomach, but when I put it on even with high waisted jeans my entire stomach was exposed. I loved the style but I would definitely size up to a Medium if you typically wear small or XS.","January 17, 2020","Other"
