"links_link","links_Review_name","links_Review_Title","links_Review_Text","links_Review_Date","links_Review_Purpose"
"https://www.renttherunway.com/pdp/items/SLR97","RTR Customer","Great for a night out to the theatre","My husband and I spend NYE this year seeing a broadway show and this dress was perfect","April 29, 2020","Other"
"https://www.renttherunway.com/pdp/items/SLR97","RTR Customer","Warning: Will make you feel sexy!","I ordered this dress for New Years Eve and I really loved it! I am 5'11 and it was a little short but I wore tights so I could get away with it. I am a 38 triple D and it fit nicely in the breast area. The material is stretchy and definitely fit me pretty tight but that is what I was wanting!","April 12, 2020","True to Size"
"https://www.renttherunway.com/pdp/items/SLR97","Courtney","So comfy and beautiful!","Love love loved this dress. SO comfortable while also flattering and flirty. The shoulders were fun and somewhat puffy. The length was perfect for my shorter height, short but not too short.","March 26, 2020","Formal Affair"
"https://www.renttherunway.com/pdp/items/SLR97","Samantha","Felt elegant and sexy","I liked the fit of the med and large. I sized up due to shortness of dress. Only problem was the top. Not something double sided tape couldn't fix. Overall loved this dress.","March 15, 2020","Wedding"
"https://www.renttherunway.com/pdp/items/SLR97","Heather","Loved this dress!","I wore this to a bachelorette party in Las Vegas. It was so comfortable and I got a ton of compliments. Would totally rent again!","March 4, 2020","Party"
"https://www.renttherunway.com/pdp/items/SLR97","Gianna","DEEPLY obsessed","I am DEEPLY obsessed with this dress! Being a bigger gal with a larger chest...I was nervous about the cut of the dress. I went with the medium and it made the girls look great! Granted I did have to periodically adjust the top. I usually wear an 8-10 in jeans and usually an 8 in dresses and the medium fit me snug but well. I love how flattering the cut and color of this dress is. I felt so gorgeous in this dress! Highly recommend!","March 3, 2020","Date"
"https://www.renttherunway.com/pdp/items/SLR97","Angela","Perfect dress for a wedding","Perfect fit, super flattering.","February 24, 2020","Wedding"
"https://www.renttherunway.com/pdp/items/SLR97","Abby","Winter bachelorette party head turner!","So comfortable and makes a statement without being over the top. The wrap front will slide around though so be careful to avoid any wardrobe malfunctions!","February 22, 2020","True to Size"
"https://www.renttherunway.com/pdp/items/SLR97","Jessica","LOVE!","This dress was perfect for the wedding rehearsal dinner I wore it to. It is fitted, but very comfy and soft. It has the perfect amount of stretch and the velvet makes it very forgiving. I got so many compliments that I'm tempted to buy it! It's the perfect length for shorter women like me, but tights underneath would make it more comfortable for taller women I'm sure. Sleeves were also perfect length. Love love love!","February 15, 2020","Party"
"https://www.renttherunway.com/pdp/items/SLR97","Allison","Unique Yet Comfortable Party Dress","Absolutely loved this dress for our Friendsgiving party! If you have a larger chest, be prepared to pin the front closed with a safety pin unless you want to wear a tank underneath.","February 10, 2020","Party"
"https://www.renttherunway.com/pdp/items/SLR97","Maggie","Great fit, comfortable and looks amazing.","I wore this for a holiday party and it was perfect! I usually wear a S but went with the XS because I have a small busy. The dress has great stretch, is easy to put on and has a great flattering fit. I don't think the pictures do it justice!","February 7, 2020","Party"
"https://www.renttherunway.com/pdp/items/SLR97","Malory","Birthday Glam","Fit perfectly! Classy/fun winter party dress...the long sleeves balance the deep V & shorter length! I was able to wear a regular bra. Very comfortable to wear/dance!","February 4, 2020","Party"
"https://www.renttherunway.com/pdp/items/SLR97","Mitzi","Perfect color for a red head!","Fit perfectly, beautiful deep green color. Received many compliments.","February 3, 2020","True to Size"
"https://www.renttherunway.com/pdp/items/SLR97","Kc","I LOVE THIS DRESS","The green Velvet was perfect for a Minnesota wedding. The material was stretchy, super comfortable and wasn't too tight anywhere. The simple rouching was very flattering and I easily danced all night long. Possibly one of my favorite rentals for sure.","January 28, 2020","Wedding"
"https://www.renttherunway.com/pdp/items/SLR97","Kristy","So many compliments!","I wore this to an event that was cocktail attire. It was very comfortable. The small was very tiny, but the medium was perfect. You can wear a regular bra which is great! Easy to move it! The front does slit open so you have to be careful with that! Got the most compliments! It is low cut but I used fashion tape and felt comfortable.","January 21, 2020","Formal Affair"
"https://www.renttherunway.com/pdp/items/SLR97","Alissa","I was immediately drawn to the color of this dress and it was just as gorgeous in person.","I rented this dress for my Anniversary dinner. I loved how it fit, but the neckline showed a lot of cleavage (34/36 C). All in all, I loved this dress and I got a lot of compliments on it! The dress way also very easy to return with the pre-paid return label!","January 19, 2020","Date"
"https://www.renttherunway.com/pdp/items/SLR97","Rebecca","Show stopper","This dress was amazing for a winter wedding! The material is somewhat stretchy so I felt like I wasn't sucking it in all night! The only issue I had was the bust was a bit big so I used fashion tape but it didn't hold because of the fabric. The small fit well in the bust and I wouldn't have needed the fashion tape but my butt and legs were tight in the small.","January 17, 2020","Wedding"
"https://www.renttherunway.com/pdp/items/SLR97","Anna","Unique and flattering","Sexy and different for a night out! The material has a subtle snakeskin pattern that brings a little shine.","January 13, 2020","Party"
"https://www.renttherunway.com/pdp/items/SLR97","Erin","Beautiful dress","I was going to wear this dress but the style of the occasion changed, will probably choose for future! I am normally a L but ordered an XL so that it wasn't too bodycon and that was the right choice for me. It's a very flattering dress","January 10, 2020","Other"
"https://www.renttherunway.com/pdp/items/SLR97","Jenaye","Flattering and Comfy","I rented this dress for NYE this year and was very pleased. My midsection is my trouble area and I felt like this dress covered it well, without making me look bigger than I am. Additionally, the dress is a really unique color. It's not just standard velvet. The velvet has almost like an alligator print overlay, which I thought made it a little more special. Bigger chested gals, be warned. You will be exposed, so if you're uncomfortable with that, a safety pin did the trick for me. Would recommend!","January 10, 2020","True to Size"
"https://www.renttherunway.com/pdp/items/SLR97","RTR Customer","Sexy and Comfortable","Fits great, i have a larger chest and a bit of curves. For like a glove. Picked an XL usually a 10/12 dress.","January 7, 2020","Other"
"https://www.renttherunway.com/pdp/items/SLR97","RTR Customer","Remarkable","Ordered a medium and large since I'm in between sizes. Tried on the large which fit great length-wise, wasn't so tight across the mid section, but the bust was just too big. Wore the medium and made due (kept pulling the front down as it would over time come up.","January 6, 2020","Wedding"
"https://www.renttherunway.com/pdp/items/SLR97","Emily","Great NYE dress!","Super comfortable and flattering! Got lots of compliments on it. The color is beautiful and the length was just right. A bit too loose in the chest area so just be mindful","January 2, 2020","Other"
"https://www.renttherunway.com/pdp/items/SLR97","Anna","Perfect NYE dress!!! Lots of compliments!","I'm typically between a 2 and a 4, and the S fit like a glove! The chest area was a little big but nothing a safety pin can't fix. Super cute and comfy!","January 2, 2020","Party"
