"links_link","links_reviews_name","links_reviews_title","links_reviews_text","links_reviews_date"
"https://www.nuuly.com/products/fringe-studded-moto?color=001","LizNic","Perfect Statement Jacket For Quick Outtings!","I wish all my reviews weren’t “how I wore this during the covid pandemic.” I wish I was socializing because I think I would’ve bought this and worn it to everything. Instead it worked for what I describe to my friends as “paparazzi catches celebrity grocery shopping” look. Sweatpants or joggers, tee, slides, and an awesome statement jacket. A purse half the size of your body usually works for the look too. I felt really cool just going out to pick up prescriptions and walking my dog. I didn’t buy it, but if I had more social opportunities to wear it right now I probably would’ve. I’m usually a large, and this worked to wear open. If I wear going to zipper it in colder weather I’d probably have to size up.","15-Apr-2020"
"https://www.nuuly.com/products/fringe-studded-moto?color=001","kkshops","Fun Statement","Suck a fun leather jacket! I styled it over sweats for a little edge but would be great for dressing up and going out as well!","13-Apr-2020"
"https://www.nuuly.com/products/fringe-studded-moto?color=001","MANMAN","looks cheap on the hanger","looks cheap on the hanger but once u get it on, it’s killer. try it out if ur on the fence!","12-Apr-2020"
"https://www.nuuly.com/products/fringe-studded-moto?color=001","yomajessty","100% THAT jacket","This jacket made me feel like a boss biker chick. I got compliments from women and men - everyone loved it. Probably got more compliments on this jacket than almost anything else I’ve ever worn before. It fit perfectly. I paired it with ripped light wash blue jeans and a black body suit. Paired it with an all black outfit first and it looked a little too biker-y so I switched to the blue jeans and it was perfect.","3-Apr-2020"
"https://www.nuuly.com/products/fringe-studded-moto?color=001","dtarpss","INCREDIBLE","Call me Miley Cyrus, Dolly Parton, and the Instagram Influencer you hate to love. That's how I feel in this jacket. *Chef's Kiss*","24-Mar-2020"
"https://www.nuuly.com/products/fringe-studded-moto?color=001","Phoebemstephens","OBSESSED","I ordered this for a night out in Nashville and got SO many compliments!! It is such a fun piece and SO comfortable and warm. 10/10","15-Mar-2020"
"https://www.nuuly.com/products/fringe-studded-moto?color=001","AshleyC123","Liked","I ordered a medium because it looked cropped but I should have gone with the small!","15-Mar-2020"
"https://www.nuuly.com/products/fringe-studded-moto?color=001","Ladywatts","Badass","Wore this jacket to a fringe and fur themed bachelorette party! Loved every second. Ran true to size and crop. Wore with high waisted jeans.","13-Mar-2020"
"https://www.nuuly.com/products/fringe-studded-moto?color=001","kchristine90","chic!","I wore this to a festival and have never gotten so many compliments in my life! This jacket is so cute and great quality!","11-Mar-2020"
"https://www.nuuly.com/products/fringe-studded-moto?color=001","RentitLikeitsHot","Love Love Love","I absolutely love this item and have gone back and forth on purchasing it. I’m not completely sold on the price vs it not being real leather. But the details are so nice. It really is a special piece on its own.","6-Mar-2020"
"https://www.nuuly.com/products/fringe-studded-moto?color=001","lkystrz","Fringy Cool","With all of the glitz and glam the jacket has, I really only saw opportunities to wear it out at night. However, I'd recommend opting for coat check because it gets HOT. Also, keep an eye on the belt--it has a tendency to fall off!","5-Mar-2020"
"https://www.nuuly.com/products/fringe-studded-moto?color=001","bridgequaa","Incredible. Showstopping. Diva.","I love this jacket, I really considered buying it. I am all about fringe and glitz and this jacket gives you just enough. It is definitely shorter and the arms were just slightly tight, but I was not uncomfortable.","4-Mar-2020"
"https://www.nuuly.com/products/fringe-studded-moto?color=001","alexac28","Fabulous showstopper!","I looooooved this jacket! It was everything the picture shows and more. I wore this out with a pair of black jeans and a tank underneath and I received so many compliments! I ordered a large because the medium was out of stock. It actually ended up being a good fit and not too big for me. The medium would’ve been perfect though!","29-Feb-2020"
"https://www.nuuly.com/products/fringe-studded-moto?color=001","Daford1990","Statement piece","Really fun statement jacket! Only wore once bc it is a little flashy and not for casual wear","24-Feb-2020"
"https://www.nuuly.com/products/fringe-studded-moto?color=001","Olya","Some say too much, I say bring it.","I wore this almost everyday on my trip back home. It’s great paired with a zip up hoodie for some added warm as well! I said it’s smaller only because I should’ve sized up, but it was still comfortable!","22-Feb-2020"
"https://www.nuuly.com/products/fringe-studded-moto?color=001","amalyb","never received more compliments in my life","i was channeling selena in all the best ways. a must keep and would never have purchased on my own but after all the compliments i had to keep it ❤️","20-Feb-2020"
"https://www.nuuly.com/products/fringe-studded-moto?color=001","elvismilk","High quality and cool looking","I sized down because I was impatient and it turns out the XS was too small. Never wore it.","19-Feb-2020"
"https://www.nuuly.com/products/fringe-studded-moto?color=001","anichols","So many compliments!","I was very tempted to buy this, but didn't think I'd wear it enough to justify it. Got tons of compliments when I wore it and fit very true to size.","19-Feb-2020"
"https://www.nuuly.com/products/fringe-studded-moto?color=001","vtgonesf","Where did you get your jacket??","I love this jacket. I have been debating buying something like this for a while. Not your average black jacket with fringe-- the studs are amazing! Not tacky at all. Nice material. Fringe hasn't worn either. Do it up.","18-Feb-2020"
"https://www.nuuly.com/products/fringe-studded-moto?color=001","TylerK","Perfection","Absolutely love this jacket! It fits true to size & makes any boring outfit pop. Just a really fun faux leather jacket.","8-Feb-2020"
"https://www.nuuly.com/products/fringe-studded-moto?color=001","Awm","flashy","I liked this but it was a little too cropped. It made it look a little cheap.","31-Jan-2020"
"https://www.nuuly.com/products/fringe-studded-moto?color=001","ElizaJ","Snug studded rocker","I loved this jacket more than I expected to! It was a little snug but I wouldn't have worn it zipped so it didn't matter much. I wore this with jeans and a t shirt. Such a great piece that people absolutely loved.","31-Jan-2020"
"https://www.nuuly.com/products/fringe-studded-moto?color=001","pleasantthompson","show stopper","loved this jacket so much i bought it! its so fun and got SO many compliments every time i wore it. the style is a little out of my comfort zone but it forced me to own it and have fun with it! amazing statement piece","29-Jan-2020"
"https://www.nuuly.com/products/fringe-studded-moto?color=001","charg0mez","Cutest statement piece","Loved this jacket! I paired it with classic band tees or a plain top so the jacket could shine as its own. If you're bustier I would definitely recommend sizing up as it was a little tighter in the chest area","29-Jan-2020"
