"links_link","links_reviews_name","links_reviews_title","links_reviews_text","links_reviews_date"
"https://www.nuuly.com/products/sami-puff-sleeved-sweatshirt?color=052","caitcowley","Comfy cute","I have worn this with everything from sweats to bike shorts to jeans. It fits big but I like it that way. I have literally worn it so much during my rental period that I am keeping it.","12-May-2020"
"https://www.nuuly.com/products/sami-puff-sleeved-sweatshirt?color=052","h3l1ok","I thought it would look better","The sleeve/shoulders were a bit bigger than i expected and the shirt fit short. It just sat bulky on me, not my favorite!","11-May-2020"
"https://www.nuuly.com/products/sami-puff-sleeved-sweatshirt?color=052","CaroleTrac40","Work from home looking cute","I’m obsessed with tie dye and cute sweatshirts so this is perfection.","30-Apr-2020"
"https://www.nuuly.com/products/sami-puff-sleeved-sweatshirt?color=052","Staceystacey","Tie dyed sweatshirt","A little worn out when I received it","29-Apr-2020"
"https://www.nuuly.com/products/sami-puff-sleeved-sweatshirt?color=052","mckenziekcole","It's Just About What You Pair It With!","This top was SO cute on when I paired it with athleisure pieces. However, the cut of it didn't pair as well with denim pieces. I wore it with high waisted Lululemon leggings and got ridiculous complements on the look. I also paired with with high waisted loose fitting shorts in a similar purple color. Overall, it is a great casual pick.","13-Apr-2020"
"https://www.nuuly.com/products/sami-puff-sleeved-sweatshirt?color=052","samijojacobs94","Nice casual top","I wore this only once - I liked it but it just wasn't my favorite (personal preference).","6-Apr-2020"
"https://www.nuuly.com/products/sami-puff-sleeved-sweatshirt?color=052","Cocobono","Cute","Sleeves can make chest look big. Loved tie-dye. Cute","5-Apr-2020"
"https://www.nuuly.com/products/sami-puff-sleeved-sweatshirt?color=052","shanakeith","Love it!","Very cute! It's a great piece if you want to have a touch of style but be comfortable.","31-Mar-2020"
"https://www.nuuly.com/products/sami-puff-sleeved-sweatshirt?color=052","MCgrit","Better for taller","It was okay for me. Something different to wear and comfortable, but not exactly flattering. Should have sized 2 down to an XS if it exists.","31-Mar-2020"
"https://www.nuuly.com/products/sami-puff-sleeved-sweatshirt?color=052","LA","Thicker than it looks","I think it could be cute on someone else, but for me I looked super frumpy. I think maybe because the fabric is super thick, and the sleeves went further down and weren't tight enough to capture my form.","28-Mar-2020"
"https://www.nuuly.com/products/sami-puff-sleeved-sweatshirt?color=052","Stphand","Nice transitional piece","I wore this a ton, mostly because it's perfect quarantine wear. It was slightly large on me, but not baggy, and it was very comfortable. It being short sleeved made it perfect for transitional Texas weather. If you have broad shoulders, the puff sleeves of this will probably accentuate them, they made me look fairly broad.","27-Mar-2020"
"https://www.nuuly.com/products/sami-puff-sleeved-sweatshirt?color=052","MollH","Awkward sleeves and fit","The print is cute! But I tried to make this work, and it ended up being too big — not even cute tucked in. The sleeves were so oversized that it was awkward and I felt like the cut made me look bigger than I am.","11-Mar-2020"
"https://www.nuuly.com/products/sami-puff-sleeved-sweatshirt?color=052","michellekg","It’s alright","The pros: it’s true to size, comfortable, and looks just like the photo. The cons: it’s an awkward shape. I couldn’t find the right way to wear it so I didn’t.","6-Mar-2020"
"https://www.nuuly.com/products/sami-puff-sleeved-sweatshirt?color=052","LAcanada","Comfy & casual","Cute, casual, soft, fun to wear!","26-Feb-2020"
