"links_link","links_reviews_name","links_reviews_title","links_reviews_text","links_reviews_date"
"https://www.nuuly.com/products/alex-mini-dress?color=240","cris","Only giving 4 stars since it was big on my bust","Super cute and flirty dress, but it was too big on my bust area.","17-Apr-2020"
"https://www.nuuly.com/products/alex-mini-dress?color=240","Aransom","Just not the right fit for me","I'm 5'6 with an athletic build and the back stuck out with this dress. Cute but just not right for me.","24-Mar-2020"
"https://www.nuuly.com/products/alex-mini-dress?color=240","QUINNSTAGRAM_95","Cute, but not so flattering.","I really liked the idea of this dress, but it definitely shows all the little bumps and bulges. I liked it medium.","16-Mar-2020"
"https://www.nuuly.com/products/alex-mini-dress?color=240","CMC90","Love!","I really liked this dress! I can between a 2-4 in some free people dress sizes and since this was the type that I could tell would be more form fitting in the stomach section, I went with a 4. It was slightly large in the top section but gave me the room in the bottom half that I wanted. I wore it to my birthday party and got many compliments! Definitely would recommend.","28-Feb-2020"
"https://www.nuuly.com/products/night-shimmers-velvet-mini-dress?color=050","gem94","ok but weird fit","i am a 2/4 and i rented this in a 4 after reading reviews on free people. it was cute but a weird fit. bust and waist were lose but hips were kinda tight it just wasn’t a good look for me. I don’t think i could have fit into the 2 unless the bottom half was same size and the top half was smaller.","5-Mar-2020"
"https://www.nuuly.com/products/night-shimmers-velvet-mini-dress?color=001","gem94","ok but weird fit","i am a 2/4 and i rented this in a 4 after reading reviews on free people. it was cute but a weird fit. bust and waist were lose but hips were kinda tight it just wasn’t a good look for me. I don’t think i could have fit into the 2 unless the bottom half was same size and the top half was smaller.","5-Mar-2020"
"https://www.nuuly.com/products/mix-and-match-blouse?color=001","Jac","Cute print, but a little short","I love the print on this. It's very cute, but the v-neck and cropped waist made for a constant tug and pull. Either would have been fine alone. Together they were hard to wear.","9-May-2020"
"https://www.nuuly.com/products/mix-and-match-blouse?color=001","janefader","Cute but looked sloppy on me","I thought it was cute and was excited to wear it but it looked sloppy on me....other girls could pull it off for sure","28-Apr-2020"
"https://www.nuuly.com/products/mix-and-match-blouse?color=001","Lauryn","Cool vibe, low cut","I had to wear a bandeau underneath as it is LOW cut. The vibe was so cool though.","21-Apr-2020"
"https://www.nuuly.com/products/mix-and-match-blouse?color=001","Magswarlick","Cute","It is a cute top. I never Had a chance to wear it though","21-Apr-2020"
"https://www.nuuly.com/products/mix-and-match-blouse?color=001","bananaanna","Very deep V","The chest was very revealing. Would be tough for a busty gal!","19-Apr-2020"
"https://www.nuuly.com/products/mix-and-match-blouse?color=001","JenM","Looked wrinkly","This could be a really cool top but it was full of wrinkles.","14-Apr-2020"
"https://www.nuuly.com/products/mix-and-match-blouse?color=001","heyitsmejenni78","Pretty pattern, but awkward","I really wanted to like this blouse, but the style was awkward for me. Technically, it fit, but the short front made it seem like it had shrunk in the wash rather than just being a cute crop style. It is a pretty print, but I guess the style just wasn’t for me.","13-Apr-2020"
"https://www.nuuly.com/products/mix-and-match-blouse?color=001","Kelly1129","Dull color palate","Odd fit- way too short in the length yet huge on the sides/arms. The V neck is way too low, especially because the length barely hits my waist with my arms down (and I am 5'1""). The colors were the most disappointing- dull cream, tan, peach.","3-Apr-2020"
"https://www.nuuly.com/products/mix-and-match-blouse?color=001","mamajama","fun flowy classic free people look","was really excited about it but felt it looked kind of cheap when i got it. still wore it a few times though.","21-Mar-2020"
"https://www.nuuly.com/products/mix-and-match-blouse?color=001","MarieFleurae","Cute shirt. Be prepared to show your stomach a bit","Love the print and the color on this. It does show the midriff a little so may want to wear it with high waisted jeans if that makes you self conscious.","21-Mar-2020"
"https://www.nuuly.com/products/mix-and-match-blouse?color=001","mirandatyner","Love this blouse!!","This blouse is so pretty!","20-Mar-2020"
"https://www.nuuly.com/products/mix-and-match-blouse?color=001","cbeer","Cute","Super cute. Loved it. Lots of compliments. A little low cut but worked well with the right bralette. Also a little cropped so I wore with high waist jeans.","15-Mar-2020"
"https://www.nuuly.com/products/mix-and-match-blouse?color=001","lozo","cute with jean shorts","styled for the beach with a suit underneath and high waisted shorts. favorite look of my vacation","12-Mar-2020"
"https://www.nuuly.com/products/mix-and-match-blouse?color=001","Sadgirl666","Boho","Cute top with high waisted jeans. I would purchase this top, it was very flattering but low cut!","12-Mar-2020"
"https://www.nuuly.com/products/mix-and-match-blouse?color=001","KelseyM","Flowy going out top","Sadly i did not get to wear this in my rental month. Was a bit too summery for March but i wish i could have worn it out with jeans or shorts. deep v was really cute and would be great with bralette or petals","11-Mar-2020"
"https://www.nuuly.com/products/mix-and-match-blouse?color=001","Sloan","Gorgeous Colors","Wore this on a trip to Mexico City and it was perfect. The colors are even prettier in person. It's cropped, but with high waisted bottoms does not reveal skin just in case you're nervous of that","5-Mar-2020"
"https://www.nuuly.com/products/mix-and-match-blouse?color=001","AZMommy","Cute boho vibe","This was such a cute top, I received many compliments on it!","4-Mar-2020"
"https://www.nuuly.com/products/mix-and-match-blouse?color=001","JehyenV","Fun flowly top","I loved the colors and the style. It was a little more cropped than I would have liked but I just paired with high waisted flares. It does have a deep V cut. I don't mind since I'm in the itty bitty committee but may be more of a concern for women with a bigger chest.","2-Mar-2020"
"https://www.nuuly.com/products/mix-and-match-blouse?color=001","ham","so many compliments","the v neck was lower than i expected, but this is a gorgeous top!","29-Feb-2020"
"https://www.nuuly.com/products/mix-and-match-blouse?color=001","CSundo","Comfy and cute","A great top that was easy to pair with jeans. It really took the casual jean look up a notch.","25-Feb-2020"
"https://www.nuuly.com/products/mix-and-match-blouse?color=001","lifeisgood","Loved this!","Cute, comfortable and easy to wear. I wore with a black lacy bralette and denim shorts. I normally wear an xs or s in Freepeople tops that are made to be ""big"". I probably could have worn an xs but I was afraid it would be too cropped for me. The small was perfect lengthwise, but I'm short-waisted.","25-Feb-2020"
"https://www.nuuly.com/products/mix-and-match-blouse?color=001","Mlucey22","Color","Too is super cute, color does not match the picture online. It is brown and not an attractive shade of brown....","21-Feb-2020"
"https://www.nuuly.com/products/mix-and-match-blouse?color=001","lilyromanowski","A Boho Dream","I fell so in love with this top! I adored how it was more cropped in front and longer in the back. I also enjoyed how the neck was wide, but not too wide that it would fall off of my shoulders! Although this top may look a bit busy with prints and colors, I found it to match very easily with so much of my existing wardrobe. Definitely give this one a try if you're looking for a quintessential bohemian look!","19-Feb-2020"
"https://www.nuuly.com/products/mix-and-match-blouse?color=001","etsum","Flowy and comfortable, fun crop","Loved this top, wish I had more chances to wear it! It feels casual while still being nice, I liked the low v neck and the crop which was balanced out by the voluminous sleeves.","18-Feb-2020"
"https://www.nuuly.com/products/mix-and-match-blouse?color=001","ElleT","very pretty","Wore it with sequins rose sweats. Love it. Very comfortable.","12-Feb-2020"
"https://www.nuuly.com/products/mix-and-match-blouse?color=001","Lauramd78","Not for me","The top was unusually revealing for being so large. It is very low cut and cropped, so it didn't cover much. I could have worn it as a beach cover up with shorts but it's too cold for beach attire. Didn't wear it.","12-Feb-2020"
"https://www.nuuly.com/products/mix-and-match-blouse?color=001","KS","Big sleeves","Very bohemian style but the sleeves are so long and wide that they were always getting in my way.","8-Feb-2020"
"https://www.nuuly.com/products/mix-and-match-blouse?color=001","roscomac","So fun!","This looked great with high-waisted, wide leg jeans. Colors work with everything.","7-Feb-2020"
"https://www.nuuly.com/products/mix-and-match-blouse?color=001","RainbowBright","Bohemian!","Loved the bright colors and how flow-y it felt. Wish I would've sized down because it still felt a little like I was swimming in the shirt. Still wore it several times and got compliments on it.","7-Feb-2020"
"https://www.nuuly.com/products/mix-and-match-blouse?color=001","Hailey22","Super cute and versatile","I brought this on a trip and every person wanted to borrow it! It lays perfectly and looks good on any body type!","31-Jan-2020"
"https://www.nuuly.com/products/mix-and-match-blouse?color=001","ejcbelanger","It fit, but","I had such a terrible day when I wore it, I associated it with the day and didn't wear it again.","30-Jan-2020"
"https://www.nuuly.com/products/mix-and-match-blouse?color=001","Sadgirl666","Haight asbury blouse!","This blouse is gorgeous. The fit is a bit more cropped than what the photo showed but worked well with high waisted jeans. Definitely shows cleavage but not just enough. Love it- 60s San Fran vibes for sure","18-Jan-2020"
"https://www.nuuly.com/products/mix-and-match-blouse?color=081","Jac","Cute print, but a little short","I love the print on this. It's very cute, but the v-neck and cropped waist made for a constant tug and pull. Either would have been fine alone. Together they were hard to wear.","9-May-2020"
"https://www.nuuly.com/products/mix-and-match-blouse?color=081","janefader","Cute but looked sloppy on me","I thought it was cute and was excited to wear it but it looked sloppy on me....other girls could pull it off for sure","28-Apr-2020"
"https://www.nuuly.com/products/mix-and-match-blouse?color=081","Lauryn","Cool vibe, low cut","I had to wear a bandeau underneath as it is LOW cut. The vibe was so cool though.","21-Apr-2020"
"https://www.nuuly.com/products/mix-and-match-blouse?color=081","Magswarlick","Cute","It is a cute top. I never Had a chance to wear it though","21-Apr-2020"
"https://www.nuuly.com/products/mix-and-match-blouse?color=081","bananaanna","Very deep V","The chest was very revealing. Would be tough for a busty gal!","19-Apr-2020"
"https://www.nuuly.com/products/mix-and-match-blouse?color=081","JenM","Looked wrinkly","This could be a really cool top but it was full of wrinkles.","14-Apr-2020"
"https://www.nuuly.com/products/mix-and-match-blouse?color=081","heyitsmejenni78","Pretty pattern, but awkward","I really wanted to like this blouse, but the style was awkward for me. Technically, it fit, but the short front made it seem like it had shrunk in the wash rather than just being a cute crop style. It is a pretty print, but I guess the style just wasn’t for me.","13-Apr-2020"
"https://www.nuuly.com/products/mix-and-match-blouse?color=081","Kelly1129","Dull color palate","Odd fit- way too short in the length yet huge on the sides/arms. The V neck is way too low, especially because the length barely hits my waist with my arms down (and I am 5'1""). The colors were the most disappointing- dull cream, tan, peach.","3-Apr-2020"
"https://www.nuuly.com/products/mix-and-match-blouse?color=081","mamajama","fun flowy classic free people look","was really excited about it but felt it looked kind of cheap when i got it. still wore it a few times though.","21-Mar-2020"
"https://www.nuuly.com/products/mix-and-match-blouse?color=081","MarieFleurae","Cute shirt. Be prepared to show your stomach a bit","Love the print and the color on this. It does show the midriff a little so may want to wear it with high waisted jeans if that makes you self conscious.","21-Mar-2020"
"https://www.nuuly.com/products/mix-and-match-blouse?color=081","mirandatyner","Love this blouse!!","This blouse is so pretty!","20-Mar-2020"
"https://www.nuuly.com/products/mix-and-match-blouse?color=081","cbeer","Cute","Super cute. Loved it. Lots of compliments. A little low cut but worked well with the right bralette. Also a little cropped so I wore with high waist jeans.","15-Mar-2020"
"https://www.nuuly.com/products/mix-and-match-blouse?color=081","lozo","cute with jean shorts","styled for the beach with a suit underneath and high waisted shorts. favorite look of my vacation","12-Mar-2020"
"https://www.nuuly.com/products/mix-and-match-blouse?color=081","Sadgirl666","Boho","Cute top with high waisted jeans. I would purchase this top, it was very flattering but low cut!","12-Mar-2020"
"https://www.nuuly.com/products/mix-and-match-blouse?color=081","KelseyM","Flowy going out top","Sadly i did not get to wear this in my rental month. Was a bit too summery for March but i wish i could have worn it out with jeans or shorts. deep v was really cute and would be great with bralette or petals","11-Mar-2020"
"https://www.nuuly.com/products/mix-and-match-blouse?color=081","Sloan","Gorgeous Colors","Wore this on a trip to Mexico City and it was perfect. The colors are even prettier in person. It's cropped, but with high waisted bottoms does not reveal skin just in case you're nervous of that","5-Mar-2020"
"https://www.nuuly.com/products/mix-and-match-blouse?color=081","AZMommy","Cute boho vibe","This was such a cute top, I received many compliments on it!","4-Mar-2020"
"https://www.nuuly.com/products/mix-and-match-blouse?color=081","JehyenV","Fun flowly top","I loved the colors and the style. It was a little more cropped than I would have liked but I just paired with high waisted flares. It does have a deep V cut. I don't mind since I'm in the itty bitty committee but may be more of a concern for women with a bigger chest.","2-Mar-2020"
"https://www.nuuly.com/products/mix-and-match-blouse?color=081","ham","so many compliments","the v neck was lower than i expected, but this is a gorgeous top!","29-Feb-2020"
"https://www.nuuly.com/products/mix-and-match-blouse?color=081","CSundo","Comfy and cute","A great top that was easy to pair with jeans. It really took the casual jean look up a notch.","25-Feb-2020"
"https://www.nuuly.com/products/mix-and-match-blouse?color=081","lifeisgood","Loved this!","Cute, comfortable and easy to wear. I wore with a black lacy bralette and denim shorts. I normally wear an xs or s in Freepeople tops that are made to be ""big"". I probably could have worn an xs but I was afraid it would be too cropped for me. The small was perfect lengthwise, but I'm short-waisted.","25-Feb-2020"
"https://www.nuuly.com/products/mix-and-match-blouse?color=081","Mlucey22","Color","Too is super cute, color does not match the picture online. It is brown and not an attractive shade of brown....","21-Feb-2020"
