"links_link","links_reviews_name","links_reviews_title","links_reviews_text","links_reviews_date"
"https://www.nuuly.com/products/structured-off-the-shoulder-top?color=041","HeatherPie","Runs Large","Cute cut. Great fabric with weight to it. Unfortunately, it runs large and I looked like a little kid dressing up in her mom’s closet in it. 5’5” 145lbs 36C","29-Feb-2020"
"https://www.nuuly.com/products/structured-off-the-shoulder-top?color=041","schweik","Loved","Purchased :)","EMPLOYEE REVIEW"
"https://www.nuuly.com/products/houndstooth-turtleneck?color=009","themrsnaylor","Thick but itchy","I loved this sweater. I got it bc it looked thick and warm. It is perfect for colder Texas days and I can wear this without a jacket. Two things I didn’t love were: 1. It was much shorter than it looked on the model. More like to my belt on my mid wasted jeans. 2. It was pretty scratchy material. I’ll wear it again maybe with a very light undershirt.","21-Feb-2020"
"https://www.nuuly.com/products/houndstooth-turtleneck?color=009","Margs","Super cute and warm!","Wore a T-shirt underneath but great sweater!! Overall great fit","12-Feb-2020"
"https://www.nuuly.com/products/houndstooth-turtleneck?color=009","eliza96","Super warm!","Love this- super thick and warm. I folded the bottom band underneath because it's tight. All of the bands are pretty tight (not uncomfy), but the actual sweater is roomy.","21-Jan-2020"
"https://www.nuuly.com/products/houndstooth-turtleneck?color=009","tenillen","Great for Holiday","Loved this shirt but was very thick. Not for warm weather climate. I typically wear a M/L but I wanted this a little more fitted. Ordering the small was a perfect fit. I wore with jeans but could have been styled with a leather skirt. Very versatile for the holiday season. Would totally order again!","24-Dec-2019"
"https://www.nuuly.com/products/houndstooth-turtleneck?color=009","EmilyS","Loved it, bought it!","This sweater is amazing. It is very comfortable and i get tons of compliments. I do recommend wearing an undershirt, its a bit scratchy on the inside.","5-Dec-2019"
"https://www.nuuly.com/products/houndstooth-turtleneck?color=009","spellegrino","Ok","This sweater was ok but the material was a bit scratchy and bulky. I wouldn't order it again","25-Oct-2019"
"https://www.nuuly.com/products/houndstooth-turtleneck?color=009","FrolickingJo","Cute, but very heavy","I'd love to rent this again when I'm going to be in snowy weather. It was way too hot to wear this in LA. But it was cute and the baggy shape was just right. Loved the style.","22-Oct-2019"
"https://www.nuuly.com/products/houndstooth-turtleneck?color=009","JKay","True to size","Fit as expected. Runs true to size. Heavy weight fabric.","23-Sep-2019"
"https://www.nuuly.com/products/houndstooth-turtleneck?color=009","Lizard1","Too boxy & bulky.","The material was not what I expected. Very boxy, bulky, and thick. Sleeves were very big. Even if I sized down it would still be too bulky & boxy.","10-Sep-2019"
"https://www.nuuly.com/products/houndstooth-turtleneck?color=009","ashleyk","True to Size","Fits as expected. Voluminous sleeves not petite friendly","1-Aug-2019"
"https://www.nuuly.com/products/ombre-tie-front-pullover?color=266","Donnas","Loved the style","I loved the style the colors but the looked and felt very over worn","21-Apr-2020"
"https://www.nuuly.com/products/ombre-tie-front-pullover?color=266","MBrunsy1","Cute","More like a fitted sweater than oversized but I still love it. Light weight. Great for these work from home video meetings","30-Mar-2020"
"https://www.nuuly.com/products/ombre-tie-front-pullover?color=266","Misha2018","Sweatshirt","Cute, but a little tighter than prefer in waist.","24-Mar-2020"
"https://www.nuuly.com/products/ombre-tie-front-pullover?color=266","Soosyn","Fun!","Love the ombré look. Very cute with denim shorts and pink sandals.","2-Mar-2020"
"https://www.nuuly.com/products/ombre-tie-front-pullover?color=266","Whit8702","Cute and casual","Cute and casual sweatshirt","31-Jan-2020"
"https://www.nuuly.com/products/ombre-tie-front-pullover?color=266","BF","Easy top to wear","I wore this a lot with jeans. It was comfortable and looked nicer than a sweatshirt.","24-Jan-2020"
"https://www.nuuly.com/products/ombre-tie-front-pullover?color=266","brunnerali","Nice sweater","Fun colors and nice fit. Wore it to work and it looked great.","6-Jan-2020"
"https://www.nuuly.com/products/ombre-tie-front-pullover?color=266","Jolill","Fun extra for my closet","It was fun having a random go-to for the month. It was simply fine in fit but the novelty was enjoyable","14-Nov-2019"
"https://www.nuuly.com/products/ombre-tie-front-pullover?color=266","Kim","True to Size","Fits as expected","1-Aug-2019"
"https://www.nuuly.com/products/gulliver-draped-jacket?color=112","MlMehaffey","Comfy Jacket for a Light Weight Option","Loved this jacket for the month I had it! The only thing I would note is the fabric portion that is not suede wrinkles easily. I packed it for vacation and was thankful the warm climate took most of the wrinkles from travel out!","1-Mar-2020"
"https://www.nuuly.com/products/gulliver-draped-jacket?color=112","sallysimply","Great open jacket","This jacket has a lot of pros: the pockets, the neutral color, the draped style. It looks good with a lot of things and it kept me warmer than I expected! One major con is that it's fairly low in the back, so it sometimes looked weird depending on the top I was wearing. It also sucks that it doesn't have a zipper. Of course, you don't always need a zipper, but something about this style kept making me wish it had one.","28-Jan-2020"
"https://www.nuuly.com/products/gulliver-draped-jacket?color=112","kelleybdeal","Not really how the photo looks","This is a linen blend and was verrry wrinkled when I got it. I ironed it, but it got super wrinkly during the day - it's not quite as cozy as it looks, and ends up kind of feeling like a wrinkly jacket. Not my favorite - just ended up feeling kind of 'dumpy' throughout the day (sorry I'm having trouble finding the right words!).","20-Jan-2020"
"https://www.nuuly.com/products/gulliver-draped-jacket?color=112","Yilsa","Light jacket","I used this as my travel jacket on my vacation. I love the suede on the shoulders. I with the rest of the material had more structure. But overall good jacket","10-Jan-2020"
"https://www.nuuly.com/products/gulliver-draped-jacket?color=112","Hbirb","Perfect Cut","This jacket is adorable!! My only complaint is that it wrinkles easily.","16-Dec-2019"
"https://www.nuuly.com/products/gulliver-draped-jacket?color=112","bobbilee","The color wasn't flattering and it was boring","It was just a blah piece. Definitely never wore it, didn't do anything for me.","14-Dec-2019"
"https://www.nuuly.com/products/gulliver-draped-jacket?color=112","gw617","Looser Moto Jacket Vibes","Was hoping to be able to wear this to work to spice up my boring cardigans but it was too big. The material was also very loose and didn't keep any shape so it looked like I was wearing a bag.","19-Nov-2019"
