"links_link","links_reviews_name","links_reviews_title","links_reviews_text","links_reviews_date","links_reviews_purpose"
"https://www.renttherunway.com/pdp/items/SAS11","Bailey","Throw on with anything","Literally goes with anything. Loved the star detail and wording on the back made it not just like every other denim jacket. Very comfortable soft denim.","February 26, 2020","Everyday"
"https://www.renttherunway.com/pdp/items/SAS11","Nicole","Bachelorette Perfection","What place is more appropriate to wear a jean jacket that says ""Girls Girls Girls"" on the back than a bachelorette party in Nashville! Loved the weight, design and fit of this jacket. Ended up wearing it a week longer when I got home!","February 5, 2020","Vacation"
"https://www.renttherunway.com/pdp/items/SAS11","Kaitlyn","Twist on a classic jean jacket!","LOVE LOVE LOVE this jean jacket. It's classy and fun and is very comfortable. I got so many compliments wearing this around town and love the embroidered stars and ""Girls Girls Girls"" on the back. Would buy this piece if it weren't so expensive! So fun and cute.","February 2, 2020","Everyday"
"https://www.renttherunway.com/pdp/items/SAS11","Genevieve","WHO RUN THE WORLD?","Girls, girls, girls. This jacket is EVERYTHING! I normally wear an XS or S and the XS was perfect. A little roomy still but perfectly comfortable. I loved it. So sad to return it!","July 7, 2019","Vacation"
"https://www.renttherunway.com/pdp/items/SAS11","Daniella","Fave denim jacket","This is the second time i have rented this jacket. Its everything i ever wanted in a denim jacket and if it wasn't so expensive I would buy it.","June 24, 2019","Vacation"
"https://www.renttherunway.com/pdp/items/SAS11","Emma","Obsessed!","Great casual layer. Super cute but subtle details. Definitely fits a little loose and boxy but flattering.","May 31, 2019","Everyday"
"https://www.renttherunway.com/pdp/items/SAS11","Emily","Great jacket for spring weather","Ordered up to a large for an oversized fit which is exactly how it was. Jacket was so cute and comfortable for everyday wear. Perfect spring weather jacket","April 9, 2019","Everyday"
"https://www.renttherunway.com/pdp/items/SAS11","Anna","Fun twist on a denim jacket","This was a great jacket for a casual Saturday at a beer garden! Loved the stars on it for a twist on the regular denim jacket. I don't think it needed the ""girls girls girls"" on the back, but was still cute! Fit slightly oversized but TTS.","March 17, 2019","Everyday"
"https://www.renttherunway.com/pdp/items/SAS11","Alexandra","Super Cute!","This was so cute! Normally a small and a rented the small it was perfect! I wore it twice in the same week! It's very soft and light weight so it was easy to wear under a winter coat!","March 9, 2019","Work"
"https://www.renttherunway.com/pdp/items/SAS11","Autumn","Perfect for DisneyLand!","Cute jacket once you 'juj' it a bit. Roll up the sleeves, tighten the waist. It's just a fun piece to throw on, and the stars and cute saying on the back made it unique. Only 4 stars bc I thought the fit was a little off.","February 28, 2019","Vacation"
"https://www.renttherunway.com/pdp/items/SAS11","Cassandra","Great everyday jacket with a flair","I love this jacket. Definitely going to rent again. It's slightly oversized which I love, and it is super comfy.","October 1, 2018","True to Size"
"https://www.renttherunway.com/pdp/items/SAS11","Kelly","Fun jacket","Fit exactly as expected all around. Got a lot of compliments- except on the 'girls. Girls. Girls' on the back. It was a fun jacket to wear for a weekend!","September 23, 2018","Everyday"
