"links_link","links_reviews_name","links_reviews_title","links_reviews_text","links_reviews_date","links_reviews_purpose"
"https://www.renttherunway.com/pdp/items/VB52","Jennifer","Great top! So light & airy","This top was super light & comfy - easily an everyday wear! The sleeves stayed pushed up without cutting off circulation and it went great with jeans or dressed up. Would totally rent again!","April 15, 2020","Everyday"
"https://www.renttherunway.com/pdp/items/VB52","Leah","Delivery. Came quickly.","Super cute, comfy, accurate sizing and high-quality fabric.","April 14, 2020","Everyday"
"https://www.renttherunway.com/pdp/items/VB52","Brittaney","Stand out blouse","The colors, print and fit of this blouse really stand out. Love the poof and shoulder detail - just enough! Fits TTS. A little short if you have a long torso but long enough to do a French tuck with jeans. Would be really cute with a high waisted jean or skirt.","April 9, 2020","True to Size"
"https://www.renttherunway.com/pdp/items/VB52","Mandy","Fancy quarantine blouse","Well tailored and great fit for my body. Liked the way it looked and hung and felt. Recommend!","April 7, 2020","Everyday"
"https://www.renttherunway.com/pdp/items/VB52","Michelle","I don't want to send it back !","So comfortable, perfect fit. The material is Uber flattering. Can be dressed up or down. I love the print ! Can't wait to try the dress in the same print this summer - when social distancing is over....","March 20, 2020","Everyday"
"https://www.renttherunway.com/pdp/items/VB52","Oksana","LOVE","I would buy this top in a heartbeat if it weren't so expensive. The material is light but not see-through, and has some stretch which is amazing. The neck is not tight at all. Can't wait to rent again.","April 24, 2020","Everyday"
"https://www.renttherunway.com/pdp/items/VB52","Chelsea","So fun!","nice quality and just pretty overall.","April 20, 2020","True to Size"
"https://www.renttherunway.com/pdp/items/OMR47","Goldie","Comfy but professional","Loved this for looking put together but still being comfortable. It's a soft drapey fabric, so don't rent if you need a proper business formal blazer. But perfect for a step up from a cardigan.","April 11, 2020","True to Size"
"https://www.renttherunway.com/pdp/items/OMR47","Kari","Did not love","This cardigan looked and get cheap. It was super wrinkled and seemed poorly constructed. I sent it back without wearing it.","April 1, 2020","Work"
"https://www.renttherunway.com/pdp/items/SBJC11","Brittany","Bow tie","LOVED the bow tie details on this top. It was MUCH shorter than I anticipated, so I had to wear a black shirt underneath. Outside the length is fit perfectly! Not too thick so could be worn on ""warmer"" fall/winter days.","March 19, 2020","Work"
"https://www.renttherunway.com/pdp/items/SBJC11","Megan","Like it, but don't love it.","It fits true to size. The fabric was much thinner than I anticipated. I paired it with black pants and booties. It's cute and I did wear it to work -and got compliments- but I'm not super crazy about the top. It's great for a rent, but I wouldn't choose to own this.","March 2, 2020","Work"
"https://www.renttherunway.com/pdp/items/SBJC11","Carin","Thin material and short","It wasn't flattering on me. I'm a bit Apple shaped, and since this is short there was no waistline.","February 19, 2020","Other"
"https://www.renttherunway.com/pdp/items/SBJC11","Zoe","Cute soft sweater, nice for work","Fits true to size. It's tighter around the waist and a bit loser in the stomach. The bow came untied a few times throughout the day but wasn't a big deal to do back up. The fabric in the tie slippery which I think caused this. The sweater is soft, not itchy.","February 11, 2020","True to Size"
"https://www.renttherunway.com/pdp/items/SBJC11","Heather","Cute, but not the best style for my body type.","This is cute, but I didn't love the fit. It seemed to shorten my torso. Good enough for a Friday work outfit though!","February 7, 2020","Work"
"https://www.renttherunway.com/pdp/items/SBJC11","Danielle","Not bad","This is super soft and comfy but I didn't think the look was anything super special and something about the color made it look a bit used/old. A bit short so might be cropped on a taller person. Overall cute for work.","January 30, 2020","Work"
"https://www.renttherunway.com/pdp/items/SBJC11","Liza","Darling, super sweet","Very cute and cozy sweater that I paired with black high waisted jeans and leopard booties. I have a long torso and without the HW jeans this would have been a crop top on me.","January 28, 2020","Everyday"
"https://www.renttherunway.com/pdp/items/SBJC11","Erin","Cute and cozy, but not super flattering","Stylish and warm, but the way the waist hits with the color blocking, it's not super flattering at the waist, which generally isn't my challenge!","January 13, 2020","Work"
"https://www.renttherunway.com/pdp/items/SBJC11","Joy","Flattering and conservative","Runs slightly large. (See sleeves in photo. Not fitted.) Flattering, comfortable and conservative for work.","January 11, 2020","Work"
"https://www.renttherunway.com/pdp/items/SBJC11","Molly","Sweet bow top! Very comfortable.","Easy wear!","December 23, 2019","Work"
"https://www.renttherunway.com/pdp/items/SBJC11","Deb","Wanted to own this","So warm And good for winter!","December 5, 2019","Work"
"https://www.renttherunway.com/pdp/items/SBJC11","Ann","Cute sweater, nothing too special","Nice looking sweater; got compliments to the extent I saw people this month (COVID-19). Comfortable for working from home, nice enough to wear to the office.","April 18, 2020","True to Size"
"https://www.renttherunway.com/pdp/items/SBJC11","Idania","Way too small","Runs very small and sits high on waist. I'm sure this works best on less sharply women.","April 18, 2020","Work"
"https://www.renttherunway.com/pdp/items/SBJC11","Elly","Cute bow; comfortable","Fits true to size","March 18, 2020","True to Size"
"https://www.renttherunway.com/pdp/items/SBJC11","Michelle","Nothing.","This sweater is cute, however it fits short and sheds fibers so anyone with sensitivity to cashmere fibers would want to skip this sweater.","March 16, 2020","True to Size"
