"links_link","links_reviews_name","links_reviews_title","links_reviews_text","links_reviews_date","links_reviews_purpose"
"https://www.renttherunway.com/pdp/items/DEMHNB21","Sally","Great bag for everyday use!","Great for when you don't want to carry a giant purse around. Holds just enough stuff! It's goes with everything since it's black, loved it!","March 17, 2020",""
"https://www.renttherunway.com/pdp/items/DEMHNB21","Sally","Gorgeous Structured Bag","Love this bag! It's the perfect size for what I like to carry: keys, sunglasses, small wallet, lip gloss, lipstick and phone. There is an inside zipper pocket for little things you don't want to lose and a big phone pocket just inside, too! Love that it's top handle and cross body. The leather is beautiful--very high quality. The only downside is that it's a little tricky to open and close. But overall, I love it! So classy!","February 14, 2020","Everyday"
"https://www.renttherunway.com/pdp/items/DEMHNB21","Ceara","SO CUTE","The cutest handbag. Love the top strap and the details!","January 31, 2020","Other"
"https://www.renttherunway.com/pdp/items/DEMHNB21","Susanna","Gorgeous Leather","I was not familiar with this designer until RTR. I got the bag brand new! I do not like a large purse so this was perfect. I would have kept longer, but the purse is very narrow so it is hard to put your hand in it and see the contents inside. I love the crocodile look and felt like it upgrade even the most casual outfit.","January 28, 2020","Everyday"
"https://www.renttherunway.com/pdp/items/DEMHNB21","Taylor","classic and cute","a little stiff","February 13, 2020","Everyday"
"https://www.renttherunway.com/pdp/items/PBO7","Samantha","Perfect for celebrating the holiday season","I love Christmas and these pants were the perfect way to get into the season. Comfortable and fit well!","January 25, 2020","Everyday"
"https://www.renttherunway.com/pdp/items/PBO7","vidya","Super comfortable!","But more red than the photos. Beware.","March 21, 2019","Everyday"
"https://www.renttherunway.com/pdp/items/PBO7","Erica","Weird sizing","Too small on the hips so had to hike them up and got a front wedgie. Not sure if sizing up would help or just don't wear this if you have curves","March 20, 2019","Everyday"
"https://www.renttherunway.com/pdp/items/PBO7","Tori","Wasn't Sure About It - But Got Compliments!","I was ambivalent about this piece but got a lot of compliments from colleagues. These pants are SO soft and comfy - though not as warm as they may look. Overall, a fun rental.","February 8, 2019","Work"
"https://www.renttherunway.com/pdp/items/PBO7","Tara","Beautiful color, very small in waist","Loved these but waist way too small and I have a pretty small waist!","January 4, 2019","Vacation"
"https://www.renttherunway.com/pdp/items/PBO7","Jenny","Pretty pants.","The color of these pants is more vibrant in person. They definitely have a festive feel to them, which is what I wore them for. The fabric is very soft and comfortable, but the waist and crotch was a bit tight on me (I have a 32"" waist). I would have worn the next size up.","January 27, 2020","Small"
"https://www.renttherunway.com/pdp/items/PBO7","Erin","Saggy butt!","I was so excited for these trousers. When I put them on they looked great from the front, but when I turned around...yikes! The pants were high-waisted and due to the cut, they made my butt look about 10 yards long and just saggy. NOT CUTE. I really wanted these to work, but they just did not.","January 3, 2020","True to Size"
"https://www.renttherunway.com/pdp/items/PBO7","Wendy","Zipper is weird","I noticed before I took it off the hanger that the zipper placket didn't cover the zipper. Looked like it wasn't properly sewn. Would be super cute if the bright silver zipper wasn't glaring.","November 22, 2019","Other"
"https://www.renttherunway.com/pdp/items/PBO7","Marissa","more casual than expected","the cuff at the ankle is a little slouchy, making these a touch more casual than i was expecting them to be. still suitable for work, and look great with a heel. i paired with a heeled, high-ankle bootie.","March 30, 2019","Work"
"https://www.renttherunway.com/pdp/items/PBO7","Edith","It was ok..the color and fabric is what made me want to rent it but fit wasn't so great.","Fit is more for smaller waists. I have a straight body type so the waist was too tight .","March 20, 2019","Small"
"https://www.renttherunway.com/pdp/items/PBO7","RTR Customer","Awkward fit...","These pants were so cute and soft but were unflattering especially in the crotch...not sure sizing up would fix this though.","March 14, 2019","Small"
"https://www.renttherunway.com/pdp/items/PBO7","Katherine","When I put them on and my husband and I both decided I would never wear something like them again","Too tight. Accentuated everything in the wrong way","March 10, 2019","Work"
"https://www.renttherunway.com/pdp/items/PBO7","Belle","Sized up and it was still too small","These are super cute and I was pumped to wear them, but they were so small. They fit in the waist, but rode up like crazy!","February 25, 2019","Small"
"https://www.renttherunway.com/pdp/items/PBO7","Yen","On the fence...","I liked that the material was super comfy and easy to pack (doesn't wrinkle). However, the pleats don't lay flat which really bothered me. Definitely more of a boyfriend fit","February 25, 2019","Everyday"
"https://www.renttherunway.com/pdp/items/PBO7","RTR Customer","Fun","These are shinier and the color is brighter than I expected, but they were fun for a day. Heard ""nice pants"" all day, except from my daughter who said, ""don't wear those out of the house!"". Size up.","February 22, 2019","Everyday"
"https://www.renttherunway.com/pdp/items/PBO7","RTR Customer","Tight waist","Tight in the waist. Looks like Santa pants. Didn't end up wearing","February 20, 2019","Work"
"https://www.renttherunway.com/pdp/items/PBO7","Rachel leigh","never wore to event!","again the inseam is sooooo short on these. they are super fun and very soft so i was altogether bummed to not be comfortable in them.","February 12, 2019","Small"
"https://www.renttherunway.com/pdp/items/PBO7","RTR Customer","Cute but didn't fit","I am normally a size 2-4 and these size 4s didn't even button. Couldn't wear them cause of the size.","February 7, 2019","Work"
"https://www.renttherunway.com/pdp/items/PBO7","Megan","The comfort of PJ pants but the look of luxury","Great fit, super comfortable! They are a bit short on me (most pants are) but I still got a ton of compliments.","February 5, 2019","True to Size"
